census,ID,Site,Rep,Lat,Long,Elevation,Gradient,Microsite,Nutrient,swc,Phacelia.surv,Plantago.surv,Salvia.surv,Phacelia,Plantago,Salvia,abundance,richness,proportional,Phacelia.biomass,Plantago.biomass,Salvia.biomass,phyto.biomass,,
end,189,TejonRanch,9,34.875737,-118.602331,1115.802,3,open,Added,0,0,0,1,0,0,1,1,1,1,,,1.3313,1.3313,1.3313,
end,190,TejonRanch,10,34.87552,-118.602249,1114.514,3,shrub,Ambient,0,0,0,1,0,0,2,2,1,2,,,0.6993,0.6993,0.6993,
end,190,TejonRanch,10,34.87552,-118.602249,1114.514,3,open,Ambient,0,,,1,0,0,2,2,1,2,,,0.1069,0.1069,0.1069,
end,191,TejonRanch,11,34.876,-118.602661,1116.371,3,shrub,Added,0,,,,0,0,1,1,1,1,,,0.1494,0.1494,0.1494,
end,191,TejonRanch,11,34.876,-118.602661,1116.371,3,open,Added,0,,,,0,0,2,2,1,2,,,0.446,0.446,0.446,
end,192,TejonRanch,12,34.876069,-118.60274,1116.949,3,shrub,Ambient,0,,,0,0,0,0,0,0,0,,,,0,0,
end,192,TejonRanch,12,34.876069,-118.60274,1116.949,3,open,Ambient,0,,,0,0,0,1,1,1,1,,,0.1521,0.1521,0.1521,
end,193,TejonRanch,13,34.876045,-118.602807,1117.434,3,shrub,Added,0,,0,0,0,0,1,1,1,1,,,0.2173,0.2173,0.2173,
end,193,TejonRanch,13,34.876045,-118.602807,1117.434,3,open,Added,0,,,,0,0,11,11,1,11,,,5.0101,5.0101,5.0101,
end,194,TejonRanch,14,34.876075,-118.602828,1117.63,3,shrub,Ambient,0,0,0,1,0,0,5,5,1,5,,,0.2699,0.2699,0.2699,
end,194,TejonRanch,14,34.876075,-118.602828,1117.63,3,open,Ambient,0,,,,0,0,4,4,1,4,,,0.5737,0.5737,0.5737,
end,195,TejonRanch,15,34.876118,-118.60265,1117.164,3,shrub,Added,0,0,,,0,0,1,1,1,1,,,0.096,0.096,0.026,
end,195,TejonRanch,15,34.876118,-118.60265,1117.164,3,open,Added,0,,,,0,0,0,0,0,0,,,,0,0,
end,196,TejonRanch,16,34.876185,-118.602667,1117.714,3,shrub,Ambient,0,0,,1,0,0,4,4,1,4,,,0.184,0.184,0.184,
end,196,TejonRanch,16,34.876185,-118.602667,1117.714,3,open,Ambient,0,,,,0,0,1,1,1,1,,,0.1875,0.1875,0.1875,
end,197,TejonRanch,17,34.876193,-118.602592,1117.742,3,shrub,Added,0,1,,,1,0,4,5,2,2.5,0.6932,,0.1186,0.8118,0.8118,
end,197,TejonRanch,17,34.876193,-118.602592,1117.742,3,open,Added,0,,,,0,0,1,1,1,1,,,0.0668,0.0668,0,
end,198,TejonRanch,18,34.876192,-118.602608,1118.209,3,shrub,Ambient,0,,0,,0,0,0,0,0,0,,,,0,0,
end,198,TejonRanch,18,34.876192,-118.602608,1118.209,3,open,Ambient,0,,,,0,0,3,3,1,3,,,0.0896,0.0896,0.0396,
end,199,TejonRanch,19,34.876198,-118.602597,1118.088,3,shrub,Added,0,0,,,0,0,2,2,1,2,,,0.566,0.566,0.566,
end,199,TejonRanch,19,34.876198,-118.602597,1118.088,3,open,Added,0,,,,0,0,1,1,1,1,,,0.1255,0.1255,0.1255,
end,200,TejonRanch,20,34.876057,-118.602588,1117.556,3,shrub,Ambient,0,,,1,0,2,3,5,2,2.5,,0.0492,0.4603,0.5095,0.5095,
end,200,TejonRanch,20,34.876057,-118.602588,1117.556,3,open,Ambient,0,,,,0,0,0,0,0,0,,,,0,0,
end,201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,shrub,Added,0,,,,0,0,0,0,0,0,,,,0,0,
end,201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,open,Added,0,,,1,0,0,3,3,1,3,,,0.4768,0.4768,0.4768,
end,202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,shrub,Ambient,0,,,1,0,1,3,4,2,2,,0.0135,0.1652,0.1787,0,
end,202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,open,Ambient,0,0,,,0,2,2,4,2,2,,0.0353,0.1654,0.1967,0.096,
end,203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,shrub,Added,0,0,,0,0,0,0,0,0,0,,,,0,0,
end,203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,open,Added,0,,,,0,0,0,0,0,0,,,,0,0,
end,204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,shrub,Ambient,0,,0,,0,0,2,2,1,2,,,0.0399,0.0399,0.0399,
end,204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,open,Ambient,0,,,,1,0,2,3,2,1.5,0.0202,,0.2364,0.2566,0.2566,
end,205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,shrub,Added,0,0,,1,0,0,2,2,1,2,,,0.6121,0.6121,0.6121,
end,205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,open,Added,0,1,,,0,0,0,0,0,0,,,,0,0,
end,206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,shrub,Ambient,0,0,0,1,0,0,1,1,1,1,,,0.0677,0.0677,0,
end,206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,open,Ambient,0,,,,0,1,3,4,2,2,,0.0669,0.1224,0.1893,0.0893,
end,207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,shrub,Added,0,0,0,0,0,0,1,1,1,1,,,0.0654,0.0654,0.0654,
end,207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,open,Added,0,0,,,0,0,1,1,1,1,,,0.288,0.288,0,
end,208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,shrub,Ambient,0,,,1,0,2,1,3,2,1.5,,,0.0349,0.0349,0.0349,
end,208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,open,Ambient,0,,,1,0,0,5,5,1,5,,,1.658,1.658,0,
end,209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,shrub,Added,0,,0,0,0,0,1,1,1,1,,,0.0279,0.0279,0.0279,
end,209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,open,Added,0,0,,,0,0,0,0,0,0,,,,0,0,
end,210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,shrub,Ambient,0,,,,0,0,1,1,1,1,,,0.0195,0.0195,0.0195,
end,210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,open,Ambient,0,,,,0,0,1,1,1,1,,,0.0191,0.0191,0.0191,
initial,1,Panoche,1,36.70000998,-120.801116,656.320862,1,shrub,Added,24.5,,,,6,,,6,1,6,,,,,,
initial,1,Panoche,1,36.70000998,-120.801116,656.320862,1,open,Added,14.4,,,,15,2,,17,2,8.5,,,,,,
initial,2,Panoche,2,36.70004804,-120.80123,656.190247,1,shrub,Ambient,21.3,,,,4,,3,7,2,3.5,,,,,,
initial,2,Panoche,2,36.70004804,-120.80123,656.190247,1,open,Ambient,25,,,,1,1,,2,2,1,,,,,,
initial,3,Panoche,3,36.70009598,-120.801464,656.647461,1,shrub,Added,22.2,,,,4,,,4,1,4,,,,,,
initial,3,Panoche,3,36.70009598,-120.801464,656.647461,1,open,Added,28.8,,,,3,11,3,17,3,5.666666667,,,,,,
initial,4,Panoche,4,36.70011903,-120.801429,657.375244,1,shrub,Ambient,26.3,,,,4,3,31,38,3,12.66666667,,,,,,
initial,4,Panoche,4,36.70011903,-120.801429,657.375244,1,open,Ambient,20.9,,,,7,5,4,16,3,5.333333333,,,,,,
initial,5,Panoche,5,36.70019296,-120.801587,656.507507,1,shrub,Added,24.3,,,,3,,4,7,2,3.5,,,,,,
initial,5,Panoche,5,36.70019296,-120.801587,656.507507,1,open,Added,28.2,,,,1,3,8,12,3,4,,,,,,
initial,6,Panoche,6,36.70026404,-120.80141,655.58374,1,shrub,Ambient,33,,,,14,3,3,20,3,6.666666667,,,,,,
initial,6,Panoche,6,36.70026404,-120.80141,655.58374,1,open,Ambient,25.6,,,,4,3,9,16,3,5.333333333,,,,,,
initial,7,Panoche,7,36.70036797,-120.801448,655.434448,1,shrub,Added,27.5,,,,8,8,13,29,3,9.666666667,,,,,,
initial,7,Panoche,7,36.70036797,-120.801448,655.434448,1,open,Added,34.2,,,,,,3,3,1,3,,,,,,
initial,8,Panoche,8,36.70044601,-120.80149,655.313171,1,shrub,Ambient,27.8,,,,5,9,11,25,3,8.333333333,,,,,,
initial,8,Panoche,8,36.70044601,-120.80149,655.313171,1,open,Ambient,33,,,,1,4,8,13,3,4.333333333,,,,,,
initial,9,Panoche,9,36.70052002,-120.801512,655.05188,1,shrub,Added,28.4,,,,17,11,16,44,3,14.66666667,,,,,,
initial,9,Panoche,9,36.70052002,-120.801512,655.05188,1,open,Added,36.8,,,,4,35,2,41,3,13.66666667,,,,,,
initial,10,Panoche,10,36.70044098,-120.801595,655.537109,1,shrub,Ambient,26.9,,,,11,3,23,37,3,12.33333333,,,,,,
initial,10,Panoche,10,36.70044098,-120.801595,655.537109,1,open,Ambient,28.2,,,,5,1,9,15,3,5,,,,,,
initial,11,Panoche,11,36.70056897,-120.801704,656.432861,1,shrub,Added,29.8,,,,1,,7,8,2,4,,,,,,
initial,11,Panoche,11,36.70056897,-120.801704,656.432861,1,open,Added,36.8,,,,,,8,8,1,8,,,,,,
initial,12,Panoche,12,36.700631,-120.801863,657.030029,1,shrub,Ambient,35.9,,,,,3,12,15,2,7.5,,,,,,
initial,12,Panoche,12,36.700631,-120.801863,657.030029,1,open,Ambient,32,,,,,,3,3,1,3,,,,,,
initial,13,Panoche,13,36.70059504,-120.801965,657.160645,1,shrub,Added,32.2,,,,2,,,2,1,2,,,,,,
initial,13,Panoche,13,36.70059504,-120.801965,657.160645,1,open,Added,30.6,,,,5,,,5,1,5,,,,,,
initial,14,Panoche,14,36.70063804,-120.801745,656.768738,1,shrub,Ambient,20.2,,,,9,5,14,28,3,9.333333333,,,,,,
initial,14,Panoche,14,36.70063804,-120.801745,656.768738,1,open,Ambient,26.6,,,,8,2,1,11,3,3.666666667,,,,,,
initial,15,Panoche,15,36.70063804,-120.802166,657.216614,1,shrub,Added,24.6,,,,5,,,5,1,5,,,,,,
initial,15,Panoche,15,36.70063804,-120.802166,657.216614,1,open,Added,33.4,,,,1,4,9,14,3,4.666666667,,,,,,
initial,16,Panoche,16,36.70074298,-120.802176,656.955383,1,shrub,Ambient,26.4,,,,7,6,1,14,3,4.666666667,,,,,,
initial,16,Panoche,16,36.70074298,-120.802176,656.955383,1,open,Ambient,33.2,,,,3,3,2,8,3,2.666666667,,,,,,
initial,17,Panoche,17,36.70086301,-120.802219,656.022278,1,shrub,Added,26,,,,9,,7,16,2,8,,,,,,
initial,17,Panoche,17,36.70086301,-120.802219,656.022278,1,open,Added,33.9,,,,3,,14,17,2,8.5,,,,,,
initial,18,Panoche,18,36.700804,-120.802257,656.554138,1,shrub,Ambient,22.3,,,,5,,13,18,2,9,,,,,,
initial,18,Panoche,18,36.700804,-120.802257,656.554138,1,open,Ambient,28.2,,,,1,1,6,8,3,2.666666667,,,,,,
initial,19,Panoche,19,36.70073301,-120.802433,656.199585,1,shrub,Added,25.3,,,,3,,,3,1,3,,,,,,
initial,19,Panoche,19,36.70073301,-120.802433,656.199585,1,open,Added,30.7,,,,2,,9,11,2,5.5,,,,,,
initial,20,Panoche,20,36.700688,-120.802347,655.443787,1,shrub,Ambient,26.6,,,,19,,33,52,2,26,,,,,,
initial,20,Panoche,20,36.700688,-120.802347,655.443787,1,open,Ambient,32.6,,,,,15,14,29,2,14.5,,,,,,
initial,21,Panoche,21,36.70053,-120.802301,655.854309,1,shrub,Added,28.8,,,,13,,12,25,2,12.5,,,,,,
initial,21,Panoche,21,36.70053,-120.802301,655.854309,1,open,Added,26.6,,,,,2,6,8,2,4,,,,,,
initial,22,Panoche,22,36.70048398,-120.802091,657.141968,1,shrub,Ambient,29.6,,,,1,,6,7,2,3.5,,,,,,
initial,22,Panoche,22,36.70048398,-120.802091,657.141968,1,open,Ambient,31.4,,,,5,11,6,22,3,7.333333333,,,,,,
initial,23,Panoche,23,36.70042296,-120.802111,657.748474,1,shrub,Added,23.1,,,,5,,24,29,2,14.5,,,,,,
initial,23,Panoche,23,36.70042296,-120.802111,657.748474,1,open,Added,28.5,,,,,,,0,0,0,,,,,,
initial,24,Panoche,24,36.70036303,-120.801976,658.252319,1,shrub,Ambient,24.6,,,,2,,21,23,2,11.5,,,,,,
initial,24,Panoche,24,36.70036303,-120.801976,658.252319,1,open,Ambient,30.4,,,,14,2,2,18,3,6,,,,,,
initial,25,Panoche,25,36.70034601,-120.801917,658.718872,1,shrub,Added,31.4,,,,7,,3,10,2,5,,,,,,
initial,25,Panoche,25,36.70034601,-120.801917,658.718872,1,open,Added,29,,,,1,3,16,20,3,6.666666667,,,,,,
initial,26,Panoche,26,36.70026102,-120.802002,658.905457,1,shrub,Ambient,26.1,,,,,,,0,0,0,,,,,,
initial,26,Panoche,26,36.70026102,-120.802002,658.905457,1,open,Ambient,33.8,,,,,3,1,4,2,2,,,,,,
initial,27,Panoche,27,36.700128,-120.801996,658.998779,1,shrub,Added,30.4,,,,12,,15,27,2,13.5,,,,,,
initial,27,Panoche,27,36.700128,-120.801996,658.998779,1,open,Added,28.2,,,,1,,7,8,2,4,,,,,,
initial,28,Panoche,28,36.70014703,-120.802046,659.036072,1,shrub,Ambient,29.2,,,,5,,1,6,2,3,,,,,,
initial,28,Panoche,28,36.70014703,-120.802046,659.036072,1,open,Ambient,29,,,,1,8,2,11,3,3.666666667,,,,,,
initial,29,Panoche,29,36.70008902,-120.801924,658.961426,1,shrub,Added,27.9,,,,3,,4,7,2,3.5,,,,,,
initial,29,Panoche,29,36.70008902,-120.801924,658.961426,1,open,Added,24.2,,,,1,5,2,8,3,2.666666667,,,,,,
initial,30,Panoche,30,36.70004502,-120.801923,659.120056,1,shrub,Ambient,29,,,,4,,8,12,2,6,,,,,,
initial,30,Panoche,30,36.70004502,-120.801923,659.120056,1,open,Ambient,30.5,,,,2,16,19,37,3,12.33333333,,,,,,
initial,31,Cuyama,1,34.85521998,-119.48851,806.83429,2,shrub,Added,13.4,,,,0,0,0,0,0,0,,,,,,
initial,31,Cuyama,1,34.85521998,-119.48851,806.83429,2,open,Added,14.2,,,,23,16,8,47,3,15.66666667,,,,,,
initial,32,Cuyama,2,34.85518101,-119.488553,806.526367,2,shrub,Ambient,8.3,,,,0,0,2,2,1,2,,,,,,
initial,32,Cuyama,2,34.85518101,-119.488553,806.526367,2,open,Ambient,18.4,,,,19,6,26,51,3,17,,,,,,
initial,33,Cuyama,3,34.85511898,-119.488577,806.498352,2,shrub,Added,23,,,,0,0,0,0,0,0,,,,,,
initial,33,Cuyama,3,34.85511898,-119.488577,806.498352,2,open,Added,21.2,,,,0,0,0,0,0,0,,,,,,
initial,34,Cuyama,4,34.85505897,-119.488544,806.619629,2,shrub,Ambient,25.8,,,,5,3,0,8,2,4,,,,,,
initial,34,Cuyama,4,34.85505897,-119.488544,806.619629,2,open,Ambient,156,,,,2,1,0,3,2,1.5,,,,,,
initial,35,Cuyama,5,34.85504597,-119.488445,807.011536,2,shrub,Added,15.2,,,,2,1,0,3,2,1.5,,,,,,
initial,35,Cuyama,5,34.85504597,-119.488445,807.011536,2,open,Added,16.7,,,,5,2,1,8,3,2.666666667,,,,,,
initial,36,Cuyama,6,34.85499803,-119.488383,806.050476,2,shrub,Ambient,14.7,,,,2,1,2,5,3,1.666666667,,,,,,
initial,36,Cuyama,6,34.85499803,-119.488383,806.050476,2,open,Ambient,17,,,,3,1,3,7,3,2.333333333,,,,,,
initial,37,Cuyama,7,34.854893,-119.488468,808.075256,2,shrub,Added,16.4,,,,2,1,4,7,3,2.333333333,,,,,,
initial,37,Cuyama,7,34.854893,-119.488468,808.075256,2,open,Added,12.6,,,,5,4,2,11,3,3.666666667,,,,,,
initial,38,Cuyama,8,34.85487901,-119.488425,808.709717,2,shrub,Ambient,13.4,,,,2,0,0,2,1,2,,,,,,
initial,38,Cuyama,8,34.85487901,-119.488425,808.709717,2,open,Ambient,15.1,,,,0,3,4,7,2,3.5,,,,,,
initial,39,Cuyama,9,34.85488596,-119.488325,808.523132,2,shrub,Added,7.7,,,,1,8,0,9,2,4.5,,,,,,
initial,39,Cuyama,9,34.85488596,-119.488325,808.523132,2,open,Added,13.2,,,,4,2,1,7,3,2.333333333,,,,,,
initial,40,Cuyama,10,34.85476401,-119.488354,809.922729,2,shrub,Ambient,14.6,,,,4,3,5,12,3,4,,,,,,
initial,40,Cuyama,10,34.85476401,-119.488354,809.922729,2,open,Ambient,16.4,,,,5,1,0,6,2,3,,,,,,
initial,41,Cuyama,11,34.85461799,-119.488493,809.325562,2,shrub,Added,15.2,,,,3,0,6,9,2,4.5,,,,,,
initial,41,Cuyama,11,34.85461799,-119.488493,809.325562,2,open,Added,9.4,,,,0,2,0,2,1,2,,,,,,
initial,42,Cuyama,12,34.854648,-119.488394,809.59613,2,shrub,Ambient,11.8,,,,1,0,4,5,2,2.5,,,,,,
initial,42,Cuyama,12,34.854648,-119.488394,809.59613,2,open,Ambient,13,,,,0,0,0,0,0,0,,,,,,
initial,43,Cuyama,13,34.85453803,-119.48836,810.18396,2,shrub,Added,9.5,,,,0,1,8,9,2,4.5,,,,,,
initial,43,Cuyama,13,34.85453803,-119.48836,810.18396,2,open,Added,11.6,,,,6,3,0,9,2,4.5,,,,,,
initial,44,Cuyama,14,34.854418,-119.488377,809.81073,2,shrub,Ambient,15,,,,3,0,5,8,2,4,,,,,,
initial,44,Cuyama,14,34.854418,-119.488377,809.81073,2,open,Ambient,10.8,,,,0,1,4,5,2,2.5,,,,,,
initial,45,Cuyama,15,34.85440602,-119.488198,810.072021,2,shrub,Added,12.6,,,,0,0,9,9,1,9,,,,,,
initial,45,Cuyama,15,34.85440602,-119.488198,810.072021,2,open,Added,11.5,,,,1,2,1,4,3,1.333333333,,,,,,
initial,46,Cuyama,16,34.85436,-119.488105,810.39856,2,shrub,Ambient,14.2,,,,5,0,1,6,2,3,,,,,,
initial,46,Cuyama,16,34.85436,-119.488105,810.39856,2,open,Ambient,20.3,,,,0,1,0,1,1,1,,,,,,
initial,47,Cuyama,17,34.85442697,-119.48802,810.016052,2,shrub,Added,11.4,,,,0,0,3,3,1,3,,,,,,
initial,47,Cuyama,17,34.85442697,-119.48802,810.016052,2,open,Added,16.6,,,,1,1,3,5,3,1.666666667,,,,,,
initial,48,Cuyama,18,34.85448699,-119.487982,811.191711,2,shrub,Ambient,12.4,,,,0,2,7,9,2,4.5,,,,,,
initial,48,Cuyama,18,34.85448699,-119.487982,811.191711,2,open,Ambient,13.2,,,,3,0,2,5,2,2.5,,,,,,
initial,49,Cuyama,19,34.85460802,-119.487894,811.667542,2,shrub,Added,15.9,,,,0,0,11,11,1,11,,,,,,
initial,49,Cuyama,19,34.85460802,-119.487894,811.667542,2,open,Added,13,,,,1,2,1,4,3,1.333333333,,,,,,
initial,50,Cuyama,20,34.85472403,-119.487787,809.885376,2,shrub,Ambient,12.1,,,,0,0,4,4,1,4,,,,,,
initial,50,Cuyama,20,34.85472403,-119.487787,809.885376,2,open,Ambient,14.6,,,,0,0,1,1,1,1,,,,,,
initial,51,Cuyama,21,34.85472,-119.487714,810.417236,2,shrub,Added,10.6,,,,3,1,18,22,3,7.333333333,,,,,,
initial,51,Cuyama,21,34.85472,-119.487714,810.417236,2,open,Added,8.8,,,,0,16,2,18,2,9,,,,,,
initial,52,Cuyama,22,34.85483903,-119.487612,811.341003,2,shrub,Ambient,12,,,,1,0,8,9,2,4.5,,,,,,
initial,52,Cuyama,22,34.85483903,-119.487612,811.341003,2,open,Ambient,13.5,,,,2,0,8,10,2,5,,,,,,
initial,53,Cuyama,23,34.85491999,-119.487414,810.958435,2,shrub,Added,10,,,,0,0,18,18,1,18,,,,,,
initial,53,Cuyama,23,34.85491999,-119.487414,810.958435,2,open,Added,11.8,,,,2,6,8,16,3,5.333333333,,,,,,
initial,54,Cuyama,24,34.85496098,-119.487277,811.630249,2,shrub,Ambient,10.6,,,,1,1,19,21,3,7,,,,,,
initial,54,Cuyama,24,34.85496098,-119.487277,811.630249,2,open,Ambient,7.5,,,,0,2,5,7,2,3.5,,,,,,
initial,55,Cuyama,25,34.85500197,-119.487363,811.900818,2,shrub,Added,4.2,,,,0,0,0,0,0,0,,,,,,
initial,55,Cuyama,25,34.85500197,-119.487363,811.900818,2,open,Added,16.5,,,,2,1,11,14,3,4.666666667,,,,,,
initial,56,Cuyama,26,34.85510398,-119.487522,812.180725,2,shrub,Ambient,8,,,,2,0,23,25,2,12.5,,,,,,
initial,56,Cuyama,26,34.85510398,-119.487522,812.180725,2,open,Ambient,14.4,,,,3,0,2,5,2,2.5,,,,,,
initial,57,Cuyama,27,34.85511404,-119.487606,812.124756,2,shrub,Added,17.5,,,,3,0,10,13,2,6.5,,,,,,
initial,57,Cuyama,27,34.85511404,-119.487606,812.124756,2,open,Added,25.5,,,,7,1,11,19,3,6.333333333,,,,,,
initial,58,Cuyama,28,34.85508403,-119.487613,812.619263,2,shrub,Ambient,14.4,,,,5,0,9,14,2,7,,,,,,
initial,58,Cuyama,28,34.85508403,-119.487613,812.619263,2,open,Ambient,22.2,,,,2,0,3,5,2,2.5,,,,,,
initial,59,Cuyama,29,34.85499099,-119.487913,811.46228,2,shrub,Added,16.4,,,,1,0,5,6,2,3,,,,,,
initial,59,Cuyama,29,34.85499099,-119.487913,811.46228,2,open,Added,12.2,,,,8,0,9,17,2,8.5,,,,,,
initial,60,Cuyama,30,34.85501697,-119.488134,811.779541,2,shrub,Ambient,7.8,,,,1,0,3,4,2,2,,,,,,
initial,60,Cuyama,30,34.85501697,-119.488134,811.779541,2,open,Ambient,10.4,,,,1,0,1,2,2,1,,,,,,
initial,61,Barstow,1,35.094051,-116.8349,496.02,4,shrub,Added,3.6,,,,1,1,,2,2,1,,,,,,
initial,61,Barstow,1,35.094051,-116.8349,496.02,4,open,Added,4.5,,,,1,,,1,1,1,,,,,,
initial,62,Barstow,2,35.093909,-116.834817,496.169,4,shrub,Ambient,9.2,,,,4,,2,6,2,3,,,,,,
initial,62,Barstow,2,35.093909,-116.834817,496.169,4,open,Ambient,10.2,,,,7,1,1,9,3,3,,,,,,
initial,63,Barstow,3,35.093813,-116.834911,495.413,4,shrub,Added,6.8,,,,1,,4,5,2,2.5,,,,,,
initial,63,Barstow,3,35.093813,-116.834911,495.413,4,open,Added,8.4,,,,,1,3,4,2,2,,,,,,
initial,64,Barstow,4,35.093731,-116.835001,495.46,4,shrub,Ambient,7.4,,,,2,1,19,22,3,7.333333333,,,,,,
initial,64,Barstow,4,35.093731,-116.835001,495.46,4,open,Ambient,6.7,,,,8,2,2,12,3,4,,,,,,
initial,65,Barstow,5,35.093721,-116.835008,494.984,4,shrub,Added,10.1,,,,3,2,4,9,3,3,,,,,,
initial,65,Barstow,5,35.093721,-116.835008,494.984,4,open,Added,4.5,,,,5,,3,8,2,4,,,,,,
initial,66,Barstow,6,35.093606,-116.835026,494.76,4,shrub,Ambient,6,,,,1,,4,5,2,2.5,,,,,,
initial,66,Barstow,6,35.093606,-116.835026,494.76,4,open,Ambient,4,,,,5,1,5,11,3,3.666666667,,,,,,
initial,67,Barstow,7,35.093593,-116.835051,495.087,4,shrub,Added,7.5,,,,6,1,8,15,3,5,,,,,,
initial,67,Barstow,7,35.093593,-116.835051,495.087,4,open,Added,8,,,,1,,,1,1,1,,,,,,
initial,68,Barstow,8,35.093579,-116.835052,495.105,4,shrub,Ambient,4.6,,,,,,1,1,1,1,,,,,,
initial,68,Barstow,8,35.093579,-116.835052,495.105,4,open,Ambient,1.4,,,,2,,,2,1,2,,,,,,
initial,69,Barstow,9,35.093533,-116.835052,495.152,4,shrub,Added,6,,,,2,2,1,5,3,1.666666667,,,,,,
initial,69,Barstow,9,35.093533,-116.835052,495.152,4,open,Added,7.6,,,,1,,,1,1,1,,,,,,
initial,70,Barstow,10,35.093424,-116.835026,494.928,4,shrub,Ambient,5.5,,,,1,6,1,8,3,2.666666667,,,,,,
initial,70,Barstow,10,35.093424,-116.835026,494.928,4,open,Ambient,7.6,,,,,1,,1,1,1,,,,,,
initial,71,Barstow,11,35.09338,-116.835167,494.863,4,shrub,Added,0,,,,8,1,2,11,3,3.666666667,,,,,,
initial,71,Barstow,11,35.09338,-116.835167,494.863,4,open,Added,2.5,,,,1,,1,2,2,1,,,,,,
initial,72,Barstow,12,35.093358,-116.835116,494.9,4,shrub,Ambient,8.2,,,,1,,1,2,2,1,,,,,,
initial,72,Barstow,12,35.093358,-116.835116,494.9,4,open,Ambient,0,,,,,,,0,0,0,,,,,,
initial,73,Barstow,13,35.093317,-116.835113,494.891,4,shrub,Added,3.2,,,,,,,0,0,0,,,,,,
initial,73,Barstow,13,35.093317,-116.835113,494.891,4,open,Added,1.2,,,,,,,0,0,0,,,,,,
initial,74,Barstow,14,35.093255,-116.83517,494.583,4,shrub,Ambient,8.1,,,,9,4,5,18,3,6,,,,,,
initial,74,Barstow,14,35.093255,-116.83517,494.583,4,open,Ambient,5.9,,,,1,2,,3,2,1.5,,,,,,
initial,75,Barstow,15,35.093176,-116.835234,495.068,4,shrub,Added,8.2,,,,1,2,2,5,3,1.666666667,,,,,,
initial,75,Barstow,15,35.093176,-116.835234,495.068,4,open,Added,6.3,,,,,,1,1,1,1,,,,,,
initial,76,Barstow,16,35.093126,-116.835173,494.881,4,shrub,Ambient,3.2,,,,1,2,3,6,3,2,,,,,,
initial,76,Barstow,16,35.093126,-116.835173,494.881,4,open,Ambient,7.4,,,,2,1,,3,2,1.5,,,,,,
initial,77,Barstow,17,35.0931,-116.835264,494.601,4,shrub,Added,5.9,,,,3,,2,5,2,2.5,,,,,,
initial,77,Barstow,17,35.0931,-116.835264,494.601,4,open,Added,7.4,,,,,,,0,0,0,,,,,,
initial,78,Barstow,18,35.092989,-116.835244,494.116,4,shrub,Ambient,5.7,,,,3,1,6,10,3,3.333333333,,,,,,
initial,78,Barstow,18,35.092989,-116.835244,494.116,4,open,Ambient,7,,,,,1,,1,1,1,,,,,,
initial,79,Barstow,19,35.092894,-116.835197,493.967,4,shrub,Added,9.4,,,,,1,,1,1,1,,,,,,
initial,79,Barstow,19,35.092894,-116.835197,493.967,4,open,Added,6.7,,,,,,,0,0,0,,,,,,
initial,80,Barstow,20,35.092761,-116.835166,493.734,4,shrub,Ambient,6,,,,1,1,1,3,3,1,,,,,,
initial,80,Barstow,20,35.092761,-116.835166,493.734,4,open,Ambient,3.6,,,,1,,,1,1,1,,,,,,
initial,81,Barstow,21,35.09274803,-116.83509,573.044434,4,shrub,Added,5.1,,,,,2,1,3,2,1.5,,,,,,
initial,81,Barstow,21,35.09274803,-116.83509,573.044434,4,open,Added,6.2,,,,1,,,1,1,1,,,,,,
initial,82,Barstow,22,35.09270897,-116.834966,572.139343,4,shrub,Ambient,9.6,,,,6,1,16,23,3,7.666666667,,,,,,
initial,82,Barstow,22,35.09270897,-116.834966,572.139343,4,open,Ambient,6.7,,,,1,,,1,1,1,,,,,,
initial,83,Barstow,23,35.0928,-116.834878,572.988464,4,shrub,Added,8,,,,1,1,5,7,3,2.333333333,,,,,,
initial,83,Barstow,23,35.0928,-116.834878,572.988464,4,open,Added,4.6,,,,,,,0,0,0,,,,,,
initial,84,Barstow,24,35.09274996,-116.834794,572.31665,4,shrub,Ambient,6,,,,,,,0,0,0,,,,,,
initial,84,Barstow,24,35.09274996,-116.834794,572.31665,4,open,Ambient,8,,,,,,,0,0,0,,,,,,
initial,85,Barstow,25,35.09280402,-116.834736,571.756836,4,shrub,Added,7,,,,,2,2,4,2,2,,,,,,
